회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,2024년 매출액(원),sector_tag_en,sector_tag_ko,product_tags_en,product_tags_ko,OpenAI_Info,OpenAI_Hashtags,AI,Robotics,Defense,Environment,Bio,Longevity
본느,226340,기타 화학제품 제조업,기업인수합병,2015-11-05,12월,강은실,,서울특별시,"72,910,268,640",Materials,소재,['Other Products'],['기타 제품/서비스'],"'본느'는 건강과 웰빙을 중시하는 소비자들을 위해 다양한 식품 및 라이프스타일 제품을 제공하는 회사입니다. 이들은 품질 좋은 원재료를 사용하여 고객에게 건강한 선택을 할 수 있는 기회를 제공합니다.

#건강식품 #유기농제품 #스킨케어 #다이어트보조제 #비타민 #웰빙음료 #자연주의 #프리미엄푸드",#건강식품 #유기농제품 #스킨케어 #다이어트보조제 #비타민 #웰빙음료 #자연주의 #프리미엄푸드,0,0,0,0,1,1
파마리서치바이오,217950,의약품 제조업,"메디컬 에스테틱, 생물학적 제재",2015-11-05,12월,"백승걸, 원치엽 (각자대표)",http://www.pr-bio.co.kr,강원특별자치도,"20,030,640,892",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"파마리서치바이오는 생명과학 및 제약 분야에서 혁신적인 솔루션을 제공하는 회사로, 주로 바이오 의약품과 관련된 연구 및 개발에 집중하고 있습니다. 이 회사는 다양한 질병의 치료를 위한 신약 개발과 함께, 관련된 제품 및 서비스를 제공하고 있습니다.

#바이오의약품 #신약개발 #생명과학연구 #의료기기 #진단키트 #개인맞춤형치료 #임상시험서비스 #기술이전",#바이오의약품 #신약개발 #생명과학연구 #의료기기 #진단키트 #개인맞춤형치료 #임상시험서비스 #기술이전,0,0,0,0,1,0
럭스피아,92590,반도체 제조업,"LED 패키지, LED 모듈",2015-10-30,12월,성석종,http://www.luxpialed.com,경기도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"럭스피아는 혁신적인 기술과 디자인을 바탕으로 다양한 제품을 제공하는 회사입니다. 주로 IT 기기 및 액세서리, 스마트 홈 기기 등을 개발하며, 고객의 삶을 보다 편리하고 풍요롭게 만드는 데 중점을 두고 있습니다.

#IT기기 #스마트홈기기 #액세서리 #혁신기술 #고객중심",#IT기기 #스마트홈기기 #액세서리 #혁신기술 #고객중심,0,0,0,0,0,0
노브메타파마,229500,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔,2015-10-28,12월,"황선욱, 정회윤 (각자 대표)",http://www.novmeta.com,서울특별시,,Industrials,산업재,['Other Products'],['기타 제품/서비스'],"노브메타파마(NovMetaPharma)는 생명과학 및 제약 산업에 중점을 둔 회사로, 혁신적인 치료제 개발과 맞춤형 의료 솔루션을 제공합니다. 이 회사는 주요 질병에 대한 효과적인 치료 방법을 연구하며, 임상 시험과 동물 모델을 통해 신약 개발을 진행하고 있습니다.

노브메타파마가 제공하는 제품 및 서비스는 다음과 같습니다:

#신약개발 #임상시험 #맞춤형의료 #생명과학연구 #치료제 #전임상연구 #혁신의료솔루션",#신약개발 #임상시험 #맞춤형의료 #생명과학연구 #치료제 #전임상연구 #혁신의료솔루션,0,0,0,0,1,0
엔케이맥스,182400,기초 의약물질 제조업,"연구용 시약, NK Vue® KIT, SuperNK",2015-10-23,12월,박상우,http://www.nkmax.com,경기도,"10,769,161,479",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"엔케이맥스(NK Max)는 면역 세포 치료제를 개발하는 생명공학 회사로, 암 치료와 관련된 혁신적인 치료법을 연구하고 있습니다. 이 회사는 특히 NK 세포(Natural Killer Cell)를 활용한 면역 치료에 집중하고 있으며, 다양한 암에 대한 치료 효과를 목표로 하고 있습니다.

엔케이맥스가 제공하는 제품과 서비스는 다음과 같습니다:

#NK세포치료제 #면역치료 #암치료 #생명공학 #임상시험 #세포치료 #치료제개발",#NK세포치료제 #면역치료 #암치료 #생명공학 #임상시험 #세포치료 #치료제개발,0,0,0,0,1,0
현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",2015-10-23,12월,"정몽혁, 김원갑, 권철호",http://www.hyundaicorpholdings.com,서울특별시,"188,346,226,841",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"현대코퍼레이션홀딩스는 다양한 산업 분야에서 활동하는 한국의 종합 지주회사로, 물류, 건설, 에너지 등 여러 분야에서 사업을 운영하고 있습니다. 이 회사는 지속 가능한 성장과 혁신을 추구하며, 글로벌 시장에서의 경쟁력을 강화하고 있습니다.

제공하는 제품과 서비스:
#물류서비스 #건설서비스 #에너지솔루션 #해양서비스 #IT서비스 #부동산개발 #제조업 #유통서비스",#물류서비스 #건설서비스 #에너지솔루션 #해양서비스 #IT서비스 #부동산개발 #제조업 #유통서비스,0,0,0,0,0,0
KH 건설,226360,토목 건설업,기업인수합병,2015-10-22,12월,권혁범(권한대행),,서울특별시,"37,388,366,846",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'KH 건설'은 건설 산업에서 활동하는 회사로, 다양한 건축 및 토목 프로젝트를 수행하고 있습니다. 이 회사는 주거용 및 상업용 건물, 인프라 개발 등 여러 분야에서 전문성을 가지고 있으며, 지속 가능한 건축 솔루션을 제공하기 위해 노력하고 있습니다.

KH 건설이 제공하는 제품과 서비스는 다음과 같습니다:

#주거용건축 #상업용건축 #토목공사 #인프라개발 #지속가능한건축 #건설컨설팅 #프로젝트관리 #리모델링 #친환경건축",#주거용건축 #상업용건축 #토목공사 #인프라개발 #지속가능한건축 #건설컨설팅 #프로젝트관리 #리모델링 #친환경건축,0,0,0,1,0,0
엑시콘,92870,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,"최명배, 박영우",http://www.exicon.co.kr,경기도,"82,296,331,600",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"엑시콘(Exicon)은 혁신적인 기술 솔루션을 제공하는 회사로, 데이터 분석, 클라우드 컴퓨팅, 인공지능(AI) 분야에서 전문성을 가지고 있습니다. 고객 맞춤형 솔루션을 통해 기업의 효율성을 극대화하고, 비즈니스 성장을 지원합니다.

#데이터분석 #클라우드컴퓨팅 #인공지능 #맞춤형솔루션 #비즈니스효율성 #혁신기술",#데이터분석 #클라우드컴퓨팅 #인공지능 #맞춤형솔루션 #비즈니스효율성 #혁신기술,1,0,0,0,0,0
엄지하우스,224810,실내건축 및 건축마무리 공사업,"실내건축업, 분양공사 및 디자인 설계",2015-10-21,12월,"정재호, 정석환(각자대표)",http://www.eomjihouse.co.kr,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'엄지하우스'는 주거 공간과 관련된 다양한 제품과 서비스를 제공하는 회사입니다. 주로 아파트, 단독주택 등 다양한 주거 형태에 맞춘 인테리어 및 리모델링 솔루션을 제공합니다. 또한, 스마트 홈 기술을 접목하여 편리한 생활 환경을 조성하는 데 중점을 두고 있습니다.

제공하는 제품 및 서비스:
#인테리어 #리모델링 #스마트홈 #주거공간설계 #가구디자인 #홈스타일링 #공간최적화 #주택건축",#인테리어 #리모델링 #스마트홈 #주거공간설계 #가구디자인 #홈스타일링 #공간최적화 #주택건축,0,0,0,0,0,0
메디쎄이,200580,의료용 기기 제조업,정형외과용 척추임플란트,2015-10-20,12월,성경수,http://www.medyssey.co.kr,충청북도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"메디쎄이는 의료 및 헬스케어 분야에서 혁신적인 솔루션을 제공하는 회사로, 주로 의료기기 및 헬스케어 소프트웨어 개발에 집중하고 있습니다. 이 회사는 환자의 건강을 모니터링하고 관리할 수 있는 다양한 기술과 서비스를 통해 의료 환경을 개선하는 데 기여하고 있습니다.

제품과 서비스 해시태그:
#의료기기 #헬스케어소프트웨어 #환자모니터링 #건강관리솔루션 #원격의료 #데이터분석 #의료정보시스템",#의료기기 #헬스케어소프트웨어 #환자모니터링 #건강관리솔루션 #원격의료 #데이터분석 #의료정보시스템,1,0,0,0,1,0
케이엠제약,225430,기타 화학제품 제조업,"구강제품, 화장품,기타 생활용품",2015-10-08,12월,"강일모, 백승원(BAIK BRIAN SEUNG WON) (각자 대표)",http://kmkmp.com,경기도,"17,769,628,477",Materials,소재,['Other Products'],['기타 제품/서비스'],"케이엠제약은 대한민국의 제약 회사로, 주로 의약품 및 건강기능식품을 개발하고 생산하는 전문 기업입니다. 이 회사는 혁신적인 연구개발을 통해 다양한 치료제를 제공하며, 고객의 건강과 삶의 질 향상을 목표로 하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#의약품 #건강기능식품 #제약연구개발 #생산서비스 #의료서비스 #환자지원프로그램",#의약품 #건강기능식품 #제약연구개발 #생산서비스 #의료서비스 #환자지원프로그램,0,0,0,0,1,0
한송네오텍,226440,특수 목적용 기계 제조업,OLED FMM 인장기,2015-10-06,12월,최진규,http://hsneotech.com,경상북도,"11,214,790,346",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"한송네오텍은 반도체 및 전자 부품 분야에서 혁신적인 기술을 제공하는 한국의 기업입니다. 이 회사는 고성능 전자기기와 시스템을 위한 다양한 솔루션을 개발하고 있으며, 고객의 요구에 맞춘 맞춤형 제품을 제공합니다.

제품 및 서비스 해시태그:
#반도체 #전자부품 #맞춤형솔루션 #기술지원 #품질관리 #연구개발",#반도체 #전자부품 #맞춤형솔루션 #기술지원 #품질관리 #연구개발,0,0,0,0,0,0
패션플랫폼,225590,봉제의복 제조업,여성복,2015-10-05,12월,박원희,http://fashion-platform.co.kr,서울특별시,"106,002,959,393",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"패션플랫폼은 패션 산업과 관련된 다양한 제품과 서비스를 제공하는 회사로, 온라인 패션 쇼핑몰과 다양한 브랜드의 의류 및 액세서리를 판매합니다. 또한, 소비자와 패션 브랜드 간의 연결을 돕는 플랫폼 역할을 수행하고 있습니다.

제공하는 제품과 서비스:
#의류 #액세서리 #패션쇼핑몰 #브랜드연결 #온라인마켓 #패션트렌드 #고객맞춤추천 #모바일쇼핑 #패션커뮤니티",#의류 #액세서리 #패션쇼핑몰 #브랜드연결 #온라인마켓 #패션트렌드 #고객맞춤추천 #모바일쇼핑 #패션커뮤니티,0,0,0,0,0,0
LIG넥스원,79550,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,신익현,http://www.lignex1.com,경기도,"2,308,571,092,877",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"LIG넥스원은 대한민국의 방산 및 정보통신 분야의 선두주자로, 다양한 군사 및 민간 분야에 필요한 첨단 기술과 제품을 개발하고 제공합니다. 이 회사는 무기 시스템, 항공전자, 통신 및 제어 시스템 등 다양한 분야에서 혁신적인 솔루션을 제공하고 있습니다.

#미사일 #무인기 #전자전시스템 #항공전자 #통신시스템 #무기체계 #방산서비스 #정보통신솔루션",#미사일 #무인기 #전자전시스템 #항공전자 #통신시스템 #무기체계 #방산서비스 #정보통신솔루션,0,0,1,0,0,0
넥슨게임즈,225570,소프트웨어 개발 및 공급업,온라인 및 모바일 게임,2015-09-25,12월,박용현,http://nexongames.co.kr,서울특별시,"193,272,169,533",Information Technology,정보기술,"['Entertainment & Media', 'Computer & IT Services']","['컴퓨터·IT 서비스', '엔터테인먼트·미디어']","넥슨게임즈는 한국의 게임 개발 회사로, 넥슨의 자회사로 알려져 있습니다. 이 회사는 다양한 장르의 게임을 개발하며, 특히 모바일 게임과 PC 게임에서 두각을 나타내고 있습니다. 혁신적인 게임 디자인과 높은 퀄리티의 그래픽을 바탕으로 많은 인기를 끌고 있습니다.

넥슨게임즈가 제공하는 제품과 서비스는 다음과 같습니다:

#모바일게임 #PC게임 #온라인게임 #게임개발 #게임서비스 #게임운영 #게임소프트웨어",#모바일게임 #PC게임 #온라인게임 #게임개발 #게임서비스 #게임운영 #게임소프트웨어,0,0,0,0,0,0
제너셈,217190,특수 목적용 기계 제조업,반도체 후공정 장비,2015-09-25,12월,"한복우, 한기현",http://www.genesem.com,인천광역시,"56,453,761,125",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"제너셈은 인공지능(AI) 및 데이터 분석 분야에서 혁신적인 솔루션을 제공하는 회사입니다. 이 회사는 다양한 산업에 맞춤형 AI 솔루션을 개발하여 기업의 운영 효율성을 높이는 데 기여하고 있습니다.

제너셈이 제공하는 제품과 서비스는 다음과 같습니다:

#AI솔루션 #데이터분석 #머신러닝 #딥러닝 #비즈니스인사이트 #자동화솔루션 #예측모델 #고객분석 #산업용AI #클라우드서비스",#AI솔루션 #데이터분석 #머신러닝 #딥러닝 #비즈니스인사이트 #자동화솔루션 #예측모델 #고객분석 #산업용AI #클라우드서비스,1,0,0,0,0,0
타이거일렉,219130,전자부품 제조업,인쇄회로기판 제조업,2015-09-25,12월,허재정,http://www.tigerelec.com,인천광역시,"48,569,682,585",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"타이거일렉(Tiger Electric)은 전기 및 전자 제품을 전문으로 하는 기업으로, 주로 전기차 충전기, 전력 변환 장치, 스마트 그리드 솔루션 등을 개발하고 제공합니다. 지속 가능한 에너지와 혁신적인 기술을 바탕으로 고객의 요구에 맞춘 다양한 제품을 선보이고 있습니다.

#전기차충전기 #전력변환장치 #스마트그리드솔루션 #에너지관리시스템 #전기전자제품",#전기차충전기 #전력변환장치 #스마트그리드솔루션 #에너지관리시스템 #전기전자제품,0,0,0,1,0,0
HDC랩스,39570,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,12월,김성은,http://www.hdc-labs.com/,서울특별시,"606,281,889,297",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'HDC랩스'는 첨단 기술을 활용하여 다양한 산업 분야에 혁신적인 솔루션을 제공하는 회사입니다. 주로 데이터 분석, 인공지능, 클라우드 서비스, IoT(사물인터넷) 솔루션 등을 통해 고객의 비즈니스 효율성을 높이고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#데이터분석 #인공지능 #클라우드서비스 #IoT솔루션 #비즈니스효율화 #디지털전환 #스마트팩토리",#데이터분석 #인공지능 #클라우드서비스 #IoT솔루션 #비즈니스효율화 #디지털전환 #스마트팩토리,1,0,0,0,0,0
동일제강,2690,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강",2015-09-24,12월,"민세홍, 양영석, 김우진 (각자대표)",http://www.dongil-steel.com,경기도,"180,812,604,441",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"동일제강은 대한민국의 대표적인 제강 기업으로, 철강 제품을 생산하고 공급하는 회사입니다. 이 회사는 다양한 산업에 필요한 고품질의 철강재를 제공하며, 고객의 요구에 맞춘 맞춤형 솔루션을 제공합니다. 

동일제강이 제공하는 제품과 서비스는 다음과 같습니다:

#형강 #철근 #선재 #강판 #강관 #프리미엄철강 #맞춤형서비스 #해양구조물 #건축자재 #산업용품",#형강 #철근 #선재 #강판 #강관 #프리미엄철강 #맞춤형서비스 #해양구조물 #건축자재 #산업용품,0,0,0,0,0,0
휴먼테크놀로지,175140,통신 및 방송 장비 제조업,"웨어러블 디바이스, 모바일 라우터",2015-09-23,12월,김종수,http://www.infomark.co.kr,경기도,"38,503,045,776",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"휴먼테크놀로지(Human Technology)는 인공지능(AI)과 인간 중심의 기술을 결합하여 다양한 솔루션을 제공하는 회사입니다. 이 회사는 사용자 경험을 최우선으로 하여 혁신적인 제품과 서비스를 통해 사람들의 삶을 개선하는 데 집중하고 있습니다.

이 회사가 제공하는 제품과 서비스는 다음과 같습니다:

#인공지능솔루션 #사용자경험디자인 #데이터분석서비스 #스마트홈기기 #헬스케어테크 #교육용소프트웨어 #가상비서서비스 #IoT솔루션",#인공지능솔루션 #사용자경험디자인 #데이터분석서비스 #스마트홈기기 #헬스케어테크 #교육용소프트웨어 #가상비서서비스 #IoT솔루션,1,0,0,0,0,0
씨아이에스,222080,특수 목적용 기계 제조업,2차전지 제조설비,2015-09-02,12월,김동진,http://www.cisro.co.kr,대구광역시,"310,163,525,240",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"씨아이에스(CIS)는 정보기술(IT) 및 소프트웨어 솔루션을 제공하는 기업으로, 다양한 산업 분야에 맞춤형 기술 서비스를 제공합니다. 이 회사는 클라우드 서비스, 데이터 분석, 소프트웨어 개발 등 다양한 분야에서 전문성을 갖추고 있습니다.

씨아이에스가 제공하는 제품과 서비스는 다음과 같습니다:

#클라우드서비스 #데이터분석 #소프트웨어개발 #IT컨설팅 #시스템통합 #보안솔루션 #모바일앱개발 #웹개발",#클라우드서비스 #데이터분석 #소프트웨어개발 #IT컨설팅 #시스템통합 #보안솔루션 #모바일앱개발 #웹개발,1,0,0,0,0,0
에이텍모빌리티,224110,통신 및 방송 장비 제조업,교통카드단말기,2015-08-25,12월,"신승영, 최성용(각자대표이사)",http://www.atecmobility.com,경기도,"201,031,429,637",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"에이텍모빌리티는 스마트 모빌리티 솔루션을 제공하는 기업으로, 전기차 및 자율주행 기술에 중점을 두고 다양한 혁신적인 제품과 서비스를 개발하고 있습니다. 이 회사는 안전하고 효율적인 이동 수단을 만들기 위해 지속적인 연구와 개발을 진행하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:
#전기차 #자율주행차 #스마트모빌리티 #차량관리시스템 #모바일앱 #EV충전솔루션 #차량통신시스템",#전기차 #자율주행차 #스마트모빌리티 #차량관리시스템 #모바일앱 #EV충전솔루션 #차량통신시스템,1,1,0,1,0,0
웹스,196700,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재",2015-08-24,12월,이재춘,http://www.waps.co.kr,부산광역시,"36,231,078,602",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"웹스(Webs)는 웹사이트 제작 및 호스팅 서비스를 제공하는 기업으로, 사용자가 쉽게 웹사이트를 만들 수 있도록 다양한 도구와 템플릿을 제공합니다. 특히, 소규모 비즈니스와 개인 사용자를 위한 솔루션을 중심으로 성장해왔습니다.

웹스가 제공하는 제품과 서비스는 다음과 같습니다:

#웹사이트제작 #호스팅서비스 #도메인등록 #전문템플릿 #온라인상점 #SEO최적화 #모바일호환 #고객지원",#웹사이트제작 #호스팅서비스 #도메인등록 #전문템플릿 #온라인상점 #SEO최적화 #모바일호환 #고객지원,0,0,0,0,0,0
AJ네트웍스,95570,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,곽정호,http://www.ajnet.co.kr,서울특별시,"1,001,975,993,554",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"AJ네트웍스는 국내외 물류 및 유통 솔루션을 제공하는 기업으로, 다양한 산업 분야에 필요한 물류 시스템과 서비스를 개발하고 있습니다. 고객의 요구에 맞춘 최적의 물류 솔루션을 통해 효율성을 극대화하는 데 기여하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#물류관리시스템 #유통솔루션 #물류자동화 #재고관리시스템 #운송관리시스템 #창고관리시스템 #물류컨설팅 #스마트물류 #IT솔루션",#물류관리시스템 #유통솔루션 #물류자동화 #재고관리시스템 #운송관리시스템 #창고관리시스템 #물류컨설팅 #스마트물류 #IT솔루션,1,0,0,0,0,0
파인텍,131760,특수 목적용 기계 제조업,OLED 제조장비,2015-08-17,12월,강원일,,경기도,"44,755,330,657",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"파인텍은 다양한 산업 분야에 필요한 기계 및 자동화 솔루션을 제공하는 회사입니다. 주로 정밀 기계, 자동화 시스템 및 관련 부품을 설계하고 제조하며, 고객의 요구에 맞춘 맞춤형 솔루션을 제공합니다.

#정밀기계 #자동화시스템 #맞춤형솔루션 #산업용부품 #기계설계",#정밀기계 #자동화시스템 #맞춤형솔루션 #산업용부품 #기계설계,0,1,0,0,0,0
세토피아,222810,1차 철강 제조업,보안솔루션 개발 외,2015-08-13,12월,서상철,http://www.se-topia.com,서울특별시,"104,713,472,502",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"세토피아는 혁신적인 기술과 솔루션을 제공하는 회사로, 주로 블록체인 및 디지털 자산 관련 분야에서 활동하고 있습니다. 이 회사는 사용자 친화적인 플랫폼과 서비스를 통해 고객들이 보다 효율적으로 자산을 관리하고 거래할 수 있도록 지원합니다.

제공하는 제품과 서비스는 다음과 같습니다:

#블록체인 플랫폼 #디지털 자산 관리 #스마트 계약 솔루션 #탈중앙화 거래소 #데이터 보안 서비스 #NFT 마켓플레이스 #핀테크 솔루션",#블록체인 #디지털 #스마트 #탈중앙화 #데이터 #NFT #핀테크,0,0,0,0,0,0
심텍,222800,전자부품 제조업,반도체용 인쇄회로기판,2015-08-07,12월,"전영선, 김영구",http://www.simmtech.co.kr,충청북도,"1,041,895,724,977",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"심텍은 반도체 패키징 및 전자부품 제조업체로, 다양한 전자기기에 사용되는 고성능 패키징 솔루션을 제공합니다. 이 회사는 첨단 기술을 바탕으로 고객의 요구에 맞춘 맞춤형 제품을 개발하고 있습니다.

#반도체패키징 #전자부품 #맞춤형솔루션 #고성능패키징 #첨단기술",#반도체패키징 #전자부품 #맞춤형솔루션 #고성능패키징 #첨단기술,0,0,0,0,0,0
흥국에프엔비,189980,비알코올음료 및 얼음 제조업,"과일음료(에이드베이스, 스무디, 착즙쥬스 등)",2015-08-07,12월,"박철범, 오길영",http://www.hyungkuk.com,서울특별시,"101,121,012,105",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"흥국에프엔비는 한국의 식품 및 음료 기업으로, 다양한 건강식품과 음료를 제조 및 판매하는 회사입니다. 이 회사는 품질 높은 원료를 사용하여 소비자에게 건강과 웰빙을 추구하는 제품을 제공합니다.

#건강보조식품 #음료 #홍삼 #비타민 #프리미엄식품 #다이어트식품 #스무디 #차 #건강즙",#건강보조식품 #음료 #홍삼 #비타민 #프리미엄식품 #다이어트식품 #스무디 #차 #건강즙,0,0,0,0,1,1
쎄노텍,222420,기타 비금속 광물제품 제조업,세라믹 비드,2015-08-06,12월,"이승호, 이주성(각자)",http://www.cenotec.com,경상남도,"31,111,152,868",Materials,소재,['Other Products'],['기타 제품/서비스'],"쎄노텍(Cenotech)은 첨단 기술을 활용하여 다양한 산업 분야에 솔루션을 제공하는 기업입니다. 주로 IoT(사물인터넷), 데이터 분석 및 인공지능(AI) 관련 제품과 서비스를 개발하고 있으며, 고객의 비즈니스 문제를 해결하기 위해 혁신적인 기술을 적용하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#IoT솔루션 #데이터분석 #인공지능서비스 #스마트팩토리 #모니터링시스템 #클라우드서비스 #자동화솔루션 #보안시스템",#IoT솔루션 #데이터분석 #인공지능서비스 #스마트팩토리 #모니터링시스템 #클라우드서비스 #자동화솔루션 #보안시스템,1,0,0,0,0,0
칩스앤미디어,94360,반도체 제조업,비디오 IP,2015-08-05,12월,김상현,http://www.chipsnmedia.com,서울특별시,"27,627,400,828",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"칩스앤미디어(Chips & Media)는 비디오 코덱 및 이미지 프로세싱 기술을 전문으로 하는 한국의 반도체 회사입니다. 이 회사는 주로 모바일 기기, 스마트 TV, 차량용 전장 시스템 등 다양한 분야에 필요한 고성능 멀티미디어 솔루션을 제공합니다.

#비디오코덱 #이미지프로세싱 #멀티미디어솔루션 #모바일기기 #스마트TV #차량용전장 #고성능칩",#비디오코덱 #이미지프로세싱 #멀티미디어솔루션 #모바일기기 #스마트TV #차량용전장 #고성능칩,0,0,0,0,0,0
아시아경제,127710,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",광고 및 콘텐츠,2015-07-31,12월,"장범식, 마영민(각자대표)",http://www.asiae.co.kr,서울특별시,"93,135,610,392",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"아시아경제는 대한민국의 경제 전문 미디어로, 경제 뉴스, 금융, 산업, 기업 정보 등을 제공하는 매체입니다. 다양한 플랫폼을 통해 독자들에게 신속하고 정확한 정보를 전달하며, 경제 관련 다양한 콘텐츠를 생산하고 있습니다.

#경제뉴스 #금융정보 #산업분석 #기업정보 #경제분석 #온라인뉴스 #모바일앱 #컨텐츠제공",#경제뉴스 #금융정보 #산업분석 #기업정보 #경제분석 #온라인뉴스 #모바일앱 #컨텐츠제공,0,0,0,0,0,0
엔에스컴퍼니,224760,토목 건설업,"산업플랜트 건설 및 경상정비, 자동차부품제조판매",2015-07-31,12월,이종화,http://www.nscompany.co.kr,충청남도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"엔에스컴퍼니는 다양한 산업 분야에서 혁신적인 솔루션을 제공하는 기업으로, 주로 IT 및 소프트웨어 개발에 중점을 두고 있습니다. 고객의 요구에 맞춘 맞춤형 서비스와 제품을 통해 비즈니스 효율성을 높이는 데 기여하고 있습니다.

#소프트웨어개발 #IT컨설팅 #클라우드서비스 #모바일앱개발 #데이터분석 #시스템통합",#소프트웨어개발 #IT컨설팅 #클라우드서비스 #모바일앱개발 #데이터분석 #시스템통합,1,0,0,0,0,0
아이쓰리시스템,214430,전자부품 제조업,"적외선 영상센서, 엑스레이 영상센서",2015-07-30,12월,정한,http://www.i3system.com,대전광역시,"121,539,205,459",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"아이쓰리시스템(I3SYSTEM)은 인공지능(AI) 및 빅데이터 분석 기술을 기반으로 다양한 산업에 솔루션을 제공하는 IT 기업입니다. 이 회사는 데이터 처리 및 분석을 통해 고객의 비즈니스 효율성을 높이고, 맞춤형 서비스를 제공하는 데 주력하고 있습니다.

아이쓰리시스템이 제공하는 제품과 서비스는 다음과 같습니다:

#인공지능솔루션 #빅데이터분석 #데이터시각화 #클라우드서비스 #IoT솔루션 #모바일애플리케이션 #맞춤형소프트웨어 #정보보안서비스",#인공지능솔루션 #빅데이터분석 #데이터시각화 #클라우드서비스 #IoT솔루션 #모바일애플리케이션 #맞춤형소프트웨어 #정보보안서비스,1,0,0,0,0,0
로지시스,67730,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이호성,http://www.logisys.co.kr,서울특별시,"36,454,449,393",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"로지시스는 물류 및 공급망 관리 솔루션을 제공하는 기업으로, 효율적인 물류 운영과 최적화된 공급망 관리를 통해 고객의 비즈니스 성장을 지원합니다. 이 회사는 최신 기술을 활용하여 고객 맞춤형 솔루션을 개발하고, 물류 과정의 자동화와 데이터 분석을 통해 성과를 극대화하는 데 중점을 두고 있습니다.

로지시스가 제공하는 제품과 서비스는 다음과 같습니다:

#물류관리솔루션 #공급망최적화 #창고자동화 #배송추적시스템 #데이터분석서비스 #고객맞춤형솔루션",#물류관리솔루션 #공급망최적화 #창고자동화 #배송추적시스템 #데이터분석서비스 #고객맞춤형솔루션,1,1,0,0,0,0
